fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2020;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44938;20899;24039
1 de enero de 2020;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;46855;21379;25476
1 de enero de 2020;28079;Madrid;8; Fuencarral-El Pardo;85;LaPaz;33644;15754;17890
1 de enero de 2020;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;64668;30772;33896
1 de enero de 2020;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;34046;16222;17824
1 de enero de 2020;28079;Madrid;8; Fuencarral-El Pardo;88;ElGoloso;19042;9390;9652
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;91;CasadeCampo;13201;6114;7087
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24423;11074;13349
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;93;CiudadUniversitaria;16395;7483;8912
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;30405;13918;16487
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;6957;3197;3760
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;96;ElPlantío;2799;1290;1509
1 de enero de 2020;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;27503;12899;14604
1 de enero de 2020;28079;Madrid;10; Latina;101;LosCármenes;17736;8390;9346
1 de enero de 2020;28079;Madrid;10; Latina;102;PuertadelÁngel;42362;19529;22833
1 de enero de 2020;28079;Madrid;10; Latina;103;Lucero;36783;17091;19692
1 de enero de 2020;28079;Madrid;10; Latina;104;Aluche;67418;30925;36493
1 de enero de 2020;28079;Madrid;10; Latina;105;Campamento;19848;9216;10632
1 de enero de 2020;28079;Madrid;10; Latina;106;CuatroVientos;5881;2958;2923
1 de enero de 2020;28079;Madrid;10; Latina;107;Águilas;52111;24173;27938
1 de enero de 2020;28079;Madrid;11; Carabanchel;111;Comillas;23001;10566;12435
1 de enero de 2020;28079;Madrid;11; Carabanchel;112;Opañel;33681;15389;18292
1 de enero de 2020;28079;Madrid;11; Carabanchel;113;SanIsidro;40023;18710;21313
1 de enero de 2020;28079;Madrid;11; Carabanchel;114;VistaAlegre;47602;21731;25871
1 de enero de 2020;28079;Madrid;11; Carabanchel;115;PuertaBonita;35932;16822;19110
1 de enero de 2020;28079;Madrid;11; Carabanchel;116;Buenavista;48010;23198;24812
1 de enero de 2020;28079;Madrid;11; Carabanchel;117;Abrantes;31947;14901;17046
1 de enero de 2020;28079;Madrid;12; Usera;121;Orcasitas;23173;10898;12275
1 de enero de 2020;28079;Madrid;12; Usera;122;Orcasur;14154;6846;7308
1 de enero de 2020;28079;Madrid;12; Usera;123;SanFermín;24001;11441;12560
1 de enero de 2020;28079;Madrid;12; Usera;124;Almendrales;22179;10362;11817
1 de enero de 2020;28079;Madrid;12; Usera;125;Moscardó;27128;12673;14455
1 de enero de 2020;28079;Madrid;12; Usera;126;Zofío;14412;6773;7639
1 de enero de 2020;28079;Madrid;12; Usera;127;Pradolongo;17847;8353;9494
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;131;Entrevías;35516;17076;18440
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;132;SanDiego;43899;20957;22942
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;133;PalomerasBajas;40910;19205;21705
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;134;PalomerasSureste;43164;20610;22554
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28968;13560;15408
1 de enero de 2020;28079;Madrid;13; Puente de Vallecas;136;Numancia;48410;22827;25583
1 de enero de 2020;28079;Madrid;14; Moratalaz;141;Pavones;9355;4274;5081
1 de enero de 2020;28079;Madrid;14; Moratalaz;142;Horcajo;6435;3074;3361
1 de enero de 2020;28079;Madrid;14; Moratalaz;143;Marroquina;27232;12595;14637
1 de enero de 2020;28079;Madrid;14; Moratalaz;144;MediaLegua;17951;8185;9766
1 de enero de 2020;28079;Madrid;14; Moratalaz;145;Fontarrón;17519;7935;9584
1 de enero de 2020;28079;Madrid;14; Moratalaz;146;Vinateros;17122;7522;9600
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;151;Ventas;48891;21942;26949
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;152;PuebloNuevo;63521;29399;34122
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;153;Quintana;25151;11120;14031
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;154;Concepción;21153;9374;11779
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;155;SanPascual;18107;8152;9955
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;156;SanJuanBautista;12725;5923;6802
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;157;Colina;6519;2938;3581
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1555;667;888
1 de enero de 2020;28079;Madrid;15; Ciudad Lineal;159;Costillares;22245;10451;11794
1 de enero de 2020;28079;Madrid;16; Hortaleza;161;Palomas;6839;3318;3521
1 de enero de 2020;28079;Madrid;16; Hortaleza;162;Piovera;14939;7119;7820
1 de enero de 2020;28079;Madrid;16; Hortaleza;163;Canillas;40838;19028;21810
1 de enero de 2020;28079;Madrid;16; Hortaleza;164;PinardelRey;53162;24529;28633
1 de enero de 2020;28079;Madrid;16; Hortaleza;165;ApóstolSantiago;15555;7365;8190
1 de enero de 2020;28079;Madrid;16; Hortaleza;166;Valdefuentes;61931;30300;31631
1 de enero de 2020;28079;Madrid;17; Villaverde;171;VillaverdeAlto,CascoHistóricodeVillaverde;46749;22228;24521
1 de enero de 2020;28079;Madrid;17; Villaverde;172;SanCristóbal;16898;8222;8676
1 de enero de 2020;28079;Madrid;17; Villaverde;173;Butarque;20026;9704;10322
1 de enero de 2020;28079;Madrid;17; Villaverde;174;LosRosales;38107;18336;19771
1 de enero de 2020;28079;Madrid;17; Villaverde;175;Ángeles;32538;15149;17389
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;40956;19656;21300
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;24684;11833;12851
1 de enero de 2020;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;48872;24021;24851
1 de enero de 2020;28079;Madrid;19; Vicálvaro;191;CascoHistóricodeVicálvaro;35666;17220;18446
1 de enero de 2020;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17834;8478;9356
1 de enero de 2020;28079;Madrid;19; Vicálvaro;193;Valderrivas;18150;8867;9283
1 de enero de 2020;28079;Madrid;19; Vicálvaro;194;ElCañaveral;2398;1230;1168
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;201;Simancas;28698;13574;15124
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;202;Hellín;9342;4260;5082
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;203;Amposta;8874;4108;4766
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;204;Arcos;24692;11612;13080
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;205;Rosas;31794;15253;16541
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;206;Rejas;17299;8395;8904
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;29047;13607;15440
1 de enero de 2020;28079;Madrid;20; San Blas-Canillejas;208;ElSalvador;11476;5443;6033
1 de enero de 2020;28079;Madrid;21; Barajas;211;AlamedadeOsuna;19820;9533;10287
1 de enero de 2020;28079;Madrid;21; Barajas;212;Aeropuerto;1900;975;925
1 de enero de 2020;28079;Madrid;21; Barajas;213;CascoHistóricodeBarajas;7683;3688;3995
1 de enero de 2020;28079;Madrid;21; Barajas;214;Timón;12853;6151;6702
1 de enero de 2020;28079;Madrid;21; Barajas;215;Corralejos;7754;3802;3952
1 de enero de 2020;28079;Madrid;Todos;Todos;Todos;Todos;3334730;1554732;1779998
1 de enero de 2019;28079;Madrid;1; Centro;1;Centro;134881;67829;67052
1 de enero de 2019;28079;Madrid;2; Arganzuela;2;Arganzuela;153830;71631;82199
1 de enero de 2019;28079;Madrid;3; Retiro;3;Retiro;119379;54098;65281
1 de enero de 2019;28079;Madrid;4; Salamanca;4;Salamanca;146148;64395;81753
1 de enero de 2019;28079;Madrid;5; Chamartín;5;Chamartín;145865;65565;80300
1 de enero de 2019;28079;Madrid;6; Tetuán;6;Tetuán;157937;71632;86305
1 de enero de 2019;28079;Madrid;7; Chamberí;7;Chamberí;139448;61308;78140
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;8;Fuencarral-ElPardo;246021;115797;130224
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;9;Moncloa-Aravaca;119423;54934;64489
1 de enero de 2019;28079;Madrid;10; Latina;10;Latina;238154;110401;127753
1 de enero de 2019;28079;Madrid;11; Carabanchel;11;Carabanchel;253040;117802;135238
1 de enero de 2019;28079;Madrid;12; Usera;12;Usera;139501;65781;73720
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;13;PuentedeVallecas;234770;111183;123587
1 de enero de 2019;28079;Madrid;14; Moratalaz;14;Moratalaz;94609;43209;51400
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;15;CiudadLineal;216270;98370;117900
1 de enero de 2019;28079;Madrid;16; Hortaleza;16;Hortaleza;188267;89307;98960
1 de enero de 2019;28079;Madrid;17; Villaverde;17;Villaverde;148883;71017;77866
1 de enero de 2019;28079;Madrid;18; Villa de Vallecas;18;VilladeVallecas;110436;53675;56761
1 de enero de 2019;28079;Madrid;19; Vicálvaro;19;Vicálvaro;72126;34848;37278
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;20;SanBlas-Canillejas;158166;74743;83423
1 de enero de 2019;28079;Madrid;21; Barajas;21;Barajas;48972;23653;25319
1 de enero de 2019;28079;Madrid;1; Centro;11;Palacio;22923;11213;11710
1 de enero de 2019;28079;Madrid;1; Centro;12;Embajadores;45259;23390;21869
1 de enero de 2019;28079;Madrid;1; Centro;13;Cortes;10484;5235;5249
1 de enero de 2019;28079;Madrid;1; Centro;14;Justicia;17153;8675;8478
1 de enero de 2019;28079;Madrid;1; Centro;15;Universidad;31725;15567;16158
1 de enero de 2019;28079;Madrid;1; Centro;16;Sol;7337;3749;3588
1 de enero de 2019;28079;Madrid;2; Arganzuela;21;Imperial;22766;10543;12223
1 de enero de 2019;28079;Madrid;2; Arganzuela;22;Acacias;36785;16943;19842
1 de enero de 2019;28079;Madrid;2; Arganzuela;23;Chopera;19993;9064;10929
1 de enero de 2019;28079;Madrid;2; Arganzuela;24;Legazpi;19652;9629;10023
1 de enero de 2019;28079;Madrid;2; Arganzuela;25;Delicias;27658;12880;14778
1 de enero de 2019;28079;Madrid;2; Arganzuela;26;PalosdeMoguer;25801;11999;13802
1 de enero de 2019;28079;Madrid;2; Arganzuela;27;Atocha;1175;573;602
1 de enero de 2019;28079;Madrid;3; Retiro;31;Pacífico;33571;14992;18579
1 de enero de 2019;28079;Madrid;3; Retiro;32;Adelfas;18474;8532;9942
1 de enero de 2019;28079;Madrid;3; Retiro;33;Estrella;23306;10798;12508
1 de enero de 2019;28079;Madrid;3; Retiro;34;Ibiza;21646;9517;12129
1 de enero de 2019;28079;Madrid;3; Retiro;35;LosJerónimos;7039;3285;3754
1 de enero de 2019;28079;Madrid;3; Retiro;36;NiñoJesús;15343;6974;8369
1 de enero de 2019;28079;Madrid;4; Salamanca;41;Recoletos;15734;7074;8660
1 de enero de 2019;28079;Madrid;4; Salamanca;42;Goya;29649;12836;16813
1 de enero de 2019;28079;Madrid;4; Salamanca;43;FuentedelBerro;21071;9197;11874
1 de enero de 2019;28079;Madrid;4; Salamanca;44;Guindalera;41609;18809;22800
1 de enero de 2019;28079;Madrid;4; Salamanca;45;Lista;20961;9040;11921
1 de enero de 2019;28079;Madrid;4; Salamanca;46;Castellana;17124;7439;9685
1 de enero de 2019;28079;Madrid;5; Chamartín;51;ElViso;17302;7783;9519
1 de enero de 2019;28079;Madrid;5; Chamartín;52;Prosperidad;36651;16374;20277
1 de enero de 2019;28079;Madrid;5; Chamartín;53;CiudadJardín;18642;8233;10409
1 de enero de 2019;28079;Madrid;5; Chamartín;54;Hispanoamérica;31733;14218;17515
1 de enero de 2019;28079;Madrid;5; Chamartín;55;NuevaEspaña;24657;11166;13491
1 de enero de 2019;28079;Madrid;5; Chamartín;56;Castilla;16880;7791;9089
1 de enero de 2019;28079;Madrid;6; Tetuán;61;BellasVistas;29146;13292;15854
1 de enero de 2019;28079;Madrid;6; Tetuán;62;CuatroCaminos;34608;15580;19028
1 de enero de 2019;28079;Madrid;6; Tetuán;63;Castillejos;20513;9201;11312
1 de enero de 2019;28079;Madrid;6; Tetuán;64;Almenara;22642;10314;12328
1 de enero de 2019;28079;Madrid;6; Tetuán;65;Valdeacederas;26021;12082;13939
1 de enero de 2019;28079;Madrid;6; Tetuán;66;Berruguete;25007;11163;13844
1 de enero de 2019;28079;Madrid;7; Chamberí;71;Gaztambide;22891;10062;12829
1 de enero de 2019;28079;Madrid;7; Chamberí;72;Arapiles;24455;10888;13567
1 de enero de 2019;28079;Madrid;7; Chamberí;73;Trafalgar;24696;10958;13738
1 de enero de 2019;28079;Madrid;7; Chamberí;74;Almagro;19807;8726;11081
1 de enero de 2019;28079;Madrid;7; Chamberí;75;RíosRosas;27382;11982;15400
1 de enero de 2019;28079;Madrid;7; Chamberí;76;Vallehermoso;20217;8692;11525
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;81;ElPardo;3454;1704;1750
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3265;1481;1784
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44508;20743;23765
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;46419;21206;25213
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;85;LaPaz;33765;15800;17965
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;63201;30031;33170
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;32898;15704;17194
1 de enero de 2019;28079;Madrid;8; Fuencarral-El Pardo;88;ElGoloso;18511;9128;9383
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;91;CasadeCampo;12991;5963;7028
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24093;10907;13186
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;93;CiudadUniversitaria;16260;7398;8862
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;29722;13637;16085
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;6726;3109;3617
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;96;ElPlantío;2808;1301;1507
1 de enero de 2019;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;26823;12619;14204
1 de enero de 2019;28079;Madrid;10; Latina;101;LosCármenes;17397;8183;9214
1 de enero de 2019;28079;Madrid;10; Latina;102;PuertadelÁngel;41730;19189;22541
1 de enero de 2019;28079;Madrid;10; Latina;103;Lucero;36090;16771;19319
1 de enero de 2019;28079;Madrid;10; Latina;104;Aluche;66351;30451;35900
1 de enero de 2019;28079;Madrid;10; Latina;105;Campamento;19281;8981;10300
1 de enero de 2019;28079;Madrid;10; Latina;106;CuatroVientos;5748;2909;2839
1 de enero de 2019;28079;Madrid;10; Latina;107;Águilas;51557;23917;27640
1 de enero de 2019;28079;Madrid;11; Carabanchel;111;Comillas;22403;10230;12173
1 de enero de 2019;28079;Madrid;11; Carabanchel;112;Opañel;33051;15125;17926
1 de enero de 2019;28079;Madrid;11; Carabanchel;113;SanIsidro;38957;18196;20761
1 de enero de 2019;28079;Madrid;11; Carabanchel;114;VistaAlegre;45975;20896;25079
1 de enero de 2019;28079;Madrid;11; Carabanchel;115;PuertaBonita;34860;16318;18542
1 de enero de 2019;28079;Madrid;11; Carabanchel;116;Buenavista;47055;22737;24318
1 de enero de 2019;28079;Madrid;11; Carabanchel;117;Abrantes;30739;14300;16439
1 de enero de 2019;28079;Madrid;12; Usera;121;Orcasitas;22837;10765;12072
1 de enero de 2019;28079;Madrid;12; Usera;122;Orcasur;13808;6697;7111
1 de enero de 2019;28079;Madrid;12; Usera;123;SanFermín;23666;11310;12356
1 de enero de 2019;28079;Madrid;12; Usera;124;Almendrales;21439;10043;11396
1 de enero de 2019;28079;Madrid;12; Usera;125;Moscardó;26353;12300;14053
1 de enero de 2019;28079;Madrid;12; Usera;126;Zofío;13968;6509;7459
1 de enero de 2019;28079;Madrid;12; Usera;127;Pradolongo;17430;8157;9273
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;131;Entrevías;34698;16677;18021
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;132;SanDiego;41664;19833;21831
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;133;PalomerasBajas;40166;18886;21280
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;134;PalomerasSureste;42594;20253;22341
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;135;Portazgo;28350;13234;15116
1 de enero de 2019;28079;Madrid;13; Puente de Vallecas;136;Numancia;47298;22300;24998
1 de enero de 2019;28079;Madrid;14; Moratalaz;141;Pavones;9137;4185;4952
1 de enero de 2019;28079;Madrid;14; Moratalaz;142;Horcajo;6334;3030;3304
1 de enero de 2019;28079;Madrid;14; Moratalaz;143;Marroquina;27260;12646;14614
1 de enero de 2019;28079;Madrid;14; Moratalaz;144;MediaLegua;17871;8166;9705
1 de enero de 2019;28079;Madrid;14; Moratalaz;145;Fontarrón;17139;7779;9360
1 de enero de 2019;28079;Madrid;14; Moratalaz;146;Vinateros;16868;7403;9465
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;151;Ventas;48099;21619;26480
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;152;PuebloNuevo;62111;28830;33281
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;153;Quintana;24622;10882;13740
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;154;Concepción;20856;9245;11611
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;155;SanPascual;18130;8154;9976
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;156;SanJuanBautista;12487;5810;6677
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;157;Colina;6387;2864;3523
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;158;Atalaya;1568;654;914
1 de enero de 2019;28079;Madrid;15; Ciudad Lineal;159;Costillares;22010;10312;11698
1 de enero de 2019;28079;Madrid;16; Hortaleza;161;Palomas;6790;3318;3472
1 de enero de 2019;28079;Madrid;16; Hortaleza;162;Piovera;14911;7155;7756
1 de enero de 2019;28079;Madrid;16; Hortaleza;163;Canillas;40578;18919;21659
1 de enero de 2019;28079;Madrid;16; Hortaleza;164;PinardelRey;52691;24277;28414
1 de enero de 2019;28079;Madrid;16; Hortaleza;165;ApóstolSantiago;15418;7290;8128
1 de enero de 2019;28079;Madrid;16; Hortaleza;166;Valdefuentes;57879;28348;29531
1 de enero de 2019;28079;Madrid;17; Villaverde;171;VillaverdeAlto,CascoHistóricodeVillaverde;45204;21488;23716
1 de enero de 2019;28079;Madrid;17; Villaverde;172;SanCristóbal;16052;7834;8218
1 de enero de 2019;28079;Madrid;17; Villaverde;173;Butarque;18870;9110;9760
1 de enero de 2019;28079;Madrid;17; Villaverde;174;LosRosales;37587;18071;19516
1 de enero de 2019;28079;Madrid;17; Villaverde;175;Ángeles;31170;14514;16656
1 de enero de 2019;28079;Madrid;18; Villa de Vallecas;181;CascoHistóricodeVallecas;40280;19417;20863
1 de enero de 2019;28079;Madrid;18; Villa de Vallecas;182;SantaEugenia;24328;11692;12636
1 de enero de 2019;28079;Madrid;18; Villa de Vallecas;183;EnsanchedeVallecas;45828;22566;23262
1 de enero de 2019;28079;Madrid;19; Vicálvaro;191;CascoHistóricodeVicálvaro;34816;16781;18035
1 de enero de 2019;28079;Madrid;19; Vicálvaro;192;Valdebernardo;17638;8388;9250
1 de enero de 2019;28079;Madrid;19; Vicálvaro;193;Valderrivas;18142;8894;9248
1 de enero de 2019;28079;Madrid;19; Vicálvaro;194;ElCañaveral;1530;785;745
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;201;Simancas;27918;13142;14776
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;202;Hellín;9157;4181;4976
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;203;Amposta;8575;3968;4607
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;204;Arcos;24211;11327;12884
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;205;Rosas;31677;15213;16464
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;206;Rejas;16693;8142;8551
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;207;Canillejas;28584;13404;15180
1 de enero de 2019;28079;Madrid;20; San Blas-Canillejas;208;ElSalvador;11351;5366;5985
1 de enero de 2019;28079;Madrid;21; Barajas;211;AlamedadeOsuna;19526;9391;10135
1 de enero de 2019;28079;Madrid;21; Barajas;212;Aeropuerto;1851;952;899
1 de enero de 2019;28079;Madrid;21; Barajas;213;CascoHistóricodeBarajas;7565;3648;3917
1 de enero de 2019;28079;Madrid;21; Barajas;214;Timón;12388;5916;6472
1 de enero de 2019;28079;Madrid;21; Barajas;215;Corralejos;7642;3746;3896
1 de enero de 2019;28079;Madrid;Todos;Todos;Todos;Todos;3266126;1521178;1744948
1 de enero de 2018;28079;Madrid;1; Centro;1;Centro;132352;66320;66032
1 de enero de 2018;28079;Madrid;2; Arganzuela;2;Arganzuela;152907;71039;81868
1 de enero de 2018;28079;Madrid;3; Retiro;3;Retiro;119011;53863;65148
1 de enero de 2018;28079;Madrid;4; Salamanca;4;Salamanca;145268;63940;81328
1 de enero de 2018;28079;Madrid;5; Chamartín;5;Chamartín;144894;65144;79750
1 de enero de 2018;28079;Madrid;6; Tetuán;6;Tetuán;155967;70725;85242
1 de enero de 2018;28079;Madrid;7; Chamberí;7;Chamberí;138418;60825;77593
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;8;Fuencarral-ElPardo;242928;114433;128495
1 de enero de 2018;28079;Madrid;9; Moncloa-Aravaca;9;Moncloa-Aravaca;117835;54243;63592
1 de enero de 2018;28079;Madrid;10; Latina;10;Latina;235785;109392;126393
1 de enero de 2018;28079;Madrid;11; Carabanchel;11;Carabanchel;248220;115525;132695
1 de enero de 2018;28079;Madrid;12; Usera;12;Usera;136978;64582;72396
1 de enero de 2018;28079;Madrid;13; Puente de Vallecas;13;PuentedeVallecas;230488;109044;121444
1 de enero de 2018;28079;Madrid;14; Moratalaz;14;Moratalaz;94261;43203;51058
1 de enero de 2018;28079;Madrid;15; Ciudad Lineal;15;CiudadLineal;214463;97301;117162
1 de enero de 2018;28079;Madrid;16; Hortaleza;16;Hortaleza;183930;87338;96592
1 de enero de 2018;28079;Madrid;17; Villaverde;17;Villaverde;145523;69552;75971
1 de enero de 2018;28079;Madrid;18; Villa de Vallecas;18;VilladeVallecas;107649;52352;55297
1 de enero de 2018;28079;Madrid;19; Vicálvaro;19;Vicálvaro;70962;34461;36501
1 de enero de 2018;28079;Madrid;20; San Blas-Canillejas;20;SanBlas-Canillejas;156149;73922;82227
1 de enero de 2018;28079;Madrid;21; Barajas;21;Barajas;47836;23136;24700
1 de enero de 2018;28079;Madrid;1; Centro;11;Palacio;22515;10978;11537
1 de enero de 2018;28079;Madrid;1; Centro;12;Embajadores;44630;23031;21599
1 de enero de 2018;28079;Madrid;1; Centro;13;Cortes;10531;5265;5266
1 de enero de 2018;28079;Madrid;1; Centro;14;Justicia;16578;8334;8244
1 de enero de 2018;28079;Madrid;1; Centro;15;Universidad;30897;15040;15857
1 de enero de 2018;28079;Madrid;1; Centro;16;Sol;7201;3672;3529
1 de enero de 2018;28079;Madrid;2; Arganzuela;21;Imperial;22719;10531;12188
1 de enero de 2018;28079;Madrid;2; Arganzuela;22;Acacias;36751;16926;19825
1 de enero de 2018;28079;Madrid;2; Arganzuela;23;Chopera;19799;8919;10880
1 de enero de 2018;28079;Madrid;2; Arganzuela;24;Legazpi;19252;9446;9806
1 de enero de 2018;28079;Madrid;2; Arganzuela;25;Delicias;27473;12736;14737
1 de enero de 2018;28079;Madrid;2; Arganzuela;26;PalosdeMoguer;25748;11919;13829
1 de enero de 2018;28079;Madrid;2; Arganzuela;27;Atocha;1165;562;603
1 de enero de 2018;28079;Madrid;3; Retiro;31;Pacífico;33601;15000;18601
1 de enero de 2018;28079;Madrid;3; Retiro;32;Adelfas;18345;8427;9918
1 de enero de 2018;28079;Madrid;3; Retiro;33;Estrella;23238;10796;12442
1 de enero de 2018;28079;Madrid;3; Retiro;34;Ibiza;21472;9384;12088
1 de enero de 2018;28079;Madrid;3; Retiro;35;LosJerónimos;7075;3315;3760
1 de enero de 2018;28079;Madrid;3; Retiro;36;NiñoJesús;15280;6941;8339
1 de enero de 2018;28079;Madrid;4; Salamanca;41;Recoletos;15756;7091;8665
1 de enero de 2018;28079;Madrid;4; Salamanca;42;Goya;29604;12812;16792
1 de enero de 2018;28079;Madrid;4; Salamanca;43;FuentedelBerro;20747;9043;11704
1 de enero de 2018;28079;Madrid;4; Salamanca;44;Guindalera;41259;18570;22689
1 de enero de 2018;28079;Madrid;4; Salamanca;45;Lista;20956;9023;11933
1 de enero de 2018;28079;Madrid;4; Salamanca;46;Castellana;16946;7401;9545
1 de enero de 2018;28079;Madrid;5; Chamartín;51;ElViso;17145;7764;9381
1 de enero de 2018;28079;Madrid;5; Chamartín;52;Prosperidad;36522;16302;20220
1 de enero de 2018;28079;Madrid;5; Chamartín;53;CiudadJardín;18487;8146;10341
1 de enero de 2018;28079;Madrid;5; Chamartín;54;Hispanoamérica;31373;14006;17367
1 de enero de 2018;28079;Madrid;5; Chamartín;55;NuevaEspaña;24496;11124;13372
1 de enero de 2018;28079;Madrid;5; Chamartín;56;Castilla;16871;7802;9069
1 de enero de 2018;28079;Madrid;6; Tetuán;61;BellasVistas;28750;13056;15694
1 de enero de 2018;28079;Madrid;6; Tetuán;62;CuatroCaminos;34254;15458;18796
1 de enero de 2018;28079;Madrid;6; Tetuán;63;Castillejos;20363;9209;11154
1 de enero de 2018;28079;Madrid;6; Tetuán;64;Almenara;22421;10209;12212
1 de enero de 2018;28079;Madrid;6; Tetuán;65;Valdeacederas;25571;11835;13736
1 de enero de 2018;28079;Madrid;6; Tetuán;66;Berruguete;24608;10958;13650
1 de enero de 2018;28079;Madrid;7; Chamberí;71;Gaztambide;22666;9929;12737
1 de enero de 2018;28079;Madrid;7; Chamberí;72;Arapiles;24335;10792;13543
1 de enero de 2018;28079;Madrid;7; Chamberí;73;Trafalgar;24523;10922;13601
1 de enero de 2018;28079;Madrid;7; Chamberí;74;Almagro;19799;8737;11062
1 de enero de 2018;28079;Madrid;7; Chamberí;75;RíosRosas;27049;11820;15229
1 de enero de 2018;28079;Madrid;7; Chamberí;76;Vallehermoso;20046;8625;11421
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;81;ElPardo;3456;1689;1767
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3234;1437;1797
1 de enero de 2018;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44412;20719;23693
